product,created_at,core_product_type,modifier,creator,department,occasion,color,material,product_name,content,origin,UoM,time,condition,quantity,shape,product_number,price,ts,attribute,core_product_type_string
fashion design online course,Thu May 04 19:42:10 +0000 2023,['course'],[],[],[],"['fashion', 'design', 'online']",[],[],[],[],[],[],[],[],[],[],[],[],2023-05-04 19:42:10,fashion ,course 
summer fashion collection,Thu May 04 19:42:10 +0000 2023,[],['fashion'],[],[],['summer'],[],[],['collection'],[],[],[],[],[],[],[],[],[],2023-05-04 19:42:10,fashion ,
fashion sketchbook,Thu May 04 19:42:10 +0000 2023,['sketchbook'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-04 19:42:10,fashion ,sketchbook 
design software for fashion,Thu May 04 19:42:10 +0000 2023,"['design', 'software']",[],[],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-04 19:42:10,fashion ,design software 
fashion design books,Thu May 04 19:42:10 +0000 2023,['books'],['fashion'],[],[],['design'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-04 19:42:10,fashion ,books 
korean style fashion outfits,Sun May 07 01:59:24 +0000 2023,['outfits'],"['style', 'fashion']",[],[],[],[],[],[],[],['korean'],[],[],[],[],[],[],[],2023-05-07 01:59:24,fashion ,outfits 
fashion avatar clothes,Sat May 06 15:35:05 +0000 2023,['clothes'],['fashion'],['avatar'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-06 15:35:05,fashion ,clothes 
second life avatar accessories,Sat May 06 15:35:05 +0000 2023,['accessories'],[],"['second', 'avatar']",[],[],[],[],['life'],[],[],[],[],[],[],[],[],[],2023-05-06 15:35:05,accessories ,accessories 
sl fashion poses,Sat May 06 15:35:05 +0000 2023,[],['fashion'],['sl'],[],[],[],[],['poses'],[],[],[],[],[],[],[],[],[],2023-05-06 15:35:05,fashion ,
luxury fashion accessories,Sat May 06 12:54:01 +0000 2023,['accessories'],"['luxury', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-06 12:54:01,fashion accessories ,accessories 
Casual Fashion T-shirt,Wed May 03 06:57:18 +0000 2023,"['t', 'shirt']","['casual', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-03 06:57:18,fashion ,t shirt 
Women’s Fashion Apparel,Sat May 06 01:41:03 +0000 2023,['apparel'],['fashion'],[],"['women', '’', 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-06 01:41:03,fashion ,apparel 
photography accessories,Fri May 05 12:48:15 +0000 2023,['accessories'],[],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 12:48:15,accessories ,accessories 
Fashion AI Design Software,Fri May 05 20:28:19 +0000 2023,['design'],['fashion'],[],[],[],[],[],"['ai', 'software']",[],[],[],[],[],[],[],[],[],2023-05-05 20:28:19,fashion ,design 
Men's Fashion Accessories,Fri May 05 20:28:19 +0000 2023,['accessories'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 20:28:19,fashion accessories ,accessories 
AI-generated fashion art prints,Fri May 05 20:28:39 +0000 2023,"['art', 'prints']","['generated', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 20:28:39,fashion ,art prints 
Fashion Sandals,Fri May 05 14:16:09 +0000 2023,['sandals'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 14:16:09,fashion ,sandals 
AI-Designed Fashion Apparel,Fri May 05 20:27:28 +0000 2023,['apparel'],"['designed', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 20:27:28,fashion ,apparel 
fashion accessories,Fri May 05 12:06:41 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 12:06:41,fashion accessories ,accessories 
Fashion Forward Headwear,Fri May 05 06:46:25 +0000 2023,['headwear'],['fashion'],[],[],[],[],[],['forward'],[],[],[],[],[],[],[],[],[],2023-05-05 06:46:25,fashion ,headwear 
Ladies Day Outfit Accessories,Fri May 05 06:46:25 +0000 2023,"['outfit', 'accessories']",[],[],['ladies'],['day'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 06:46:25,accessories ,outfit accessories 
Fashion Beanie,Thu May 04 21:54:11 +0000 2023,['beanie'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-04 21:54:11,fashion ,beanie 
women's fashion clothing,Wed Dec 06 02:56:46 +0000 2023,['clothing'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-12-06 02:56:46,fashion ,clothing 
summer lifestyle accessories,Wed Dec 06 02:56:46 +0000 2023,"['lifestyle', 'accessories']",[],[],[],['summer'],[],[],[],[],[],[],[],[],[],[],[],[],2023-12-06 02:56:46,accessories ,lifestyle accessories 
fashion influencer apparel,Sun Dec 10 14:11:50 +0000 2023,['apparel'],['fashion'],[],[],[],[],[],['influencer'],[],[],[],[],[],[],[],[],[],2023-12-10 14:11:50,fashion ,apparel 
Alternative Fashion Items,Sat Dec 23 23:11:08 +0000 2023,['items'],['alternative'],[],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-12-23 23:11:08,fashion ,items 
winter photography accessories,Mon Dec 25 08:41:05 +0000 2023,['accessories'],[],[],[],"['winter', 'photography']",[],[],[],[],[],[],[],[],[],[],[],[],2023-12-25 08:41:05,accessories ,accessories 
fashion accessories,Sat Dec 30 12:20:59 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-12-30 12:20:59,fashion accessories ,accessories 
UOMA winter accessories,Thu Dec 21 11:55:05 +0000 2023,['accessories'],[],['uoma'],[],['winter'],[],[],[],[],[],[],[],[],[],[],[],[],2023-12-21 11:55:05,accessories ,accessories 
party accessories for women,Thu Dec 28 21:25:30 +0000 2023,['accessories'],[],[],['women'],['party'],[],[],[],[],[],[],[],[],[],[],[],[],2023-12-28 21:25:30,accessories ,accessories 
fashion handbag,Sat Dec 02 11:40:21 +0000 2023,['handbag'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-12-02 11:40:21,fashion ,handbag 
fashion photography prints,Fri Sep 01 18:00:00 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-01 18:00:00,fashion ,prints 
women's fashion accessories,Fri Sep 01 18:00:00 +0000 2023,['accessories'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-01 18:00:00,fashion accessories ,accessories 
fashion photographer services,Fri Sep 01 15:00:02 +0000 2023,[],['fashion'],"['photographer', 'services']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-01 15:00:02,fashion ,
elegant women's fashion,Fri Sep 29 21:58:22 +0000 2023,[],"['elegant', 'fashion']",[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-29 21:58:22,fashion ,
fashion sunglasses,Fri Sep 29 13:24:22 +0000 2023,['sunglasses'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-29 13:24:22,fashion ,sunglasses 
photography accessories,Fri Sep 29 13:24:22 +0000 2023,['accessories'],[],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-29 13:24:22,accessories ,accessories 
fashion jewelry,Fri Sep 29 13:24:22 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-29 13:24:22,fashion ,jewelry 
Second Life Fashion Accessories,Wed Sep 27 16:58:01 +0000 2023,['accessories'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-27 16:58:01,fashion accessories ,accessories 
Instagram-worthy travel accessories,Wed Sep 27 15:18:49 +0000 2023,['accessories'],"['-', 'worthy']",['instagram'],[],['travel'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-27 15:18:49,accessories ,accessories 
fashion hoodies,Thu Sep 28 03:10:10 +0000 2023,['hoodies'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-28 03:10:10,fashion ,hoodies 
fashion accessories,Thu Sep 28 10:33:24 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-28 10:33:24,fashion accessories ,accessories 
fashion statement shoes,Fri Sep 29 08:00:56 +0000 2023,['shoes'],['fashion'],[],[],[],[],[],['statement'],[],[],[],[],[],[],[],[],[],2023-09-29 08:00:56,fashion ,shoes 
eco-friendly fashion line,Fri Sep 29 08:00:56 +0000 2023,"['fashion', 'line']","['eco', '-', 'friendly']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-29 08:00:56,fashion ,fashion line 
fashion subscription box,Fri Sep 29 08:00:56 +0000 2023,['box'],['fashion'],[],[],[],[],[],['subscription'],[],[],[],[],[],[],[],[],[],2023-09-29 08:00:56,fashion ,box 
vintage fashion pieces,Fri Sep 29 08:00:56 +0000 2023,['pieces'],['fashion'],[],[],[],[],[],[],[],[],[],[],['vintage'],[],[],[],[],2023-09-29 08:00:56,fashion ,pieces 
Lim YoonA Inspired Fashion,Thu Sep 28 17:04:40 +0000 2023,['fashion'],['inspired'],"['lim', 'yoona']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-28 17:04:40,fashion ,fashion 
fashion style accessories,Fri Sep 29 10:17:00 +0000 2023,['accessories'],"['fashion', 'style']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-29 10:17:00,fashion accessories ,accessories 
Lim YoonA Inspired Fashion,Thu Sep 28 17:06:27 +0000 2023,['fashion'],['inspired'],"['lim', 'yoona']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-28 17:06:27,fashion ,fashion 
AI-generated fashion prints,Mon Sep 25 19:29:59 +0000 2023,['prints'],"['generated', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 19:29:59,fashion ,prints 
artistic fashion accessories,Mon Sep 25 19:29:59 +0000 2023,['accessories'],"['artistic', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 19:29:59,fashion accessories ,accessories 
fashion statement hoodie,Thu Sep 28 17:33:10 +0000 2023,['hoodie'],['fashion'],[],[],[],[],[],['statement'],[],[],[],[],[],[],[],[],[],2023-09-28 17:33:10,fashion ,hoodie 
fashion jewelry,Wed Sep 27 18:39:54 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-27 18:39:54,fashion ,jewelry 
fashion-forward suits,Wed Sep 27 18:13:06 +0000 2023,['suits'],['fashion'],[],[],[],[],[],['forward'],[],[],[],[],[],[],[],[],[],2023-09-27 18:13:06,fashion ,suits 
street style accessories,Wed Sep 27 18:13:06 +0000 2023,['accessories'],"['street', 'style']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-27 18:13:06,accessories ,accessories 
custom fashion illustrations,Wed Sep 27 09:19:16 +0000 2023,['illustrations'],"['custom', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-27 09:19:16,fashion ,illustrations 
fashion design teaching sessions,Wed Sep 27 09:19:16 +0000 2023,[],['fashion'],[],[],"['design', 'teaching']",[],[],['sessions'],[],[],[],[],[],[],[],[],[],2023-09-27 09:19:16,fashion ,
Fashion Illustration Prints,Thu Sep 28 11:35:54 +0000 2023,['prints'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-09-28 11:35:54,fashion ,prints 
sustainable fashion accessories,Fri Sep 22 07:06:42 +0000 2023,['accessories'],['sustainable'],[],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-22 07:06:42,fashion accessories ,accessories 
designer fashion dress,Mon Sep 25 18:31:55 +0000 2023,['dress'],"['designer', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 18:31:55,fashion ,dress 
travel accessories,Mon Sep 25 18:31:55 +0000 2023,['accessories'],[],[],[],['travel'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 18:31:55,accessories ,accessories 
Second Life accessories,Sun Sep 24 15:26:18 +0000 2023,['accessories'],[],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 15:26:18,accessories ,accessories 
Second Life fashion items,Sun Sep 24 15:26:18 +0000 2023,['items'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 15:26:18,fashion ,items 
digital fashion photography tools,Sun Sep 24 15:26:18 +0000 2023,"['photography', 'tools']","['digital', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 15:26:18,fashion ,photography tools 
fashion design textbooks,Sun Sep 24 14:02:40 +0000 2023,['textbooks'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 14:02:40,fashion ,textbooks 
fashion illustration supplies,Sun Sep 24 14:02:40 +0000 2023,['supplies'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-09-24 14:02:40,fashion ,supplies 
fashion design software,Sun Sep 24 14:02:40 +0000 2023,['fashion'],[],[],[],[],[],[],"['design', 'software']",[],[],[],[],[],[],[],[],[],2023-09-24 14:02:40,fashion ,fashion 
fashion school merchandise,Sun Sep 24 14:02:40 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['school'],[],[],[],[],[],[],[],[],[],2023-09-24 14:02:40,fashion ,merchandise 
fashion magazines,Sun Sep 24 18:56:09 +0000 2023,['magazines'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 18:56:09,fashion ,magazines 
fashion photography prints,Sun Sep 24 03:40:17 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 03:40:17,fashion ,prints 
fashion editorial magazines,Sun Sep 24 03:41:16 +0000 2023,['magazines'],['fashion'],[],[],[],[],[],['editorial'],[],[],[],[],[],[],[],[],[],2023-09-24 03:41:16,fashion ,magazines 
second life fashion items,Mon Sep 25 14:51:49 +0000 2023,['items'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 14:51:49,fashion ,items 
motorcycle accessories,Mon Sep 25 14:51:49 +0000 2023,"['motorcycle', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 14:51:49,accessories ,motorcycle accessories 
fashion bags,Mon Sep 25 11:29:54 +0000 2023,['bags'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 11:29:54,fashion ,bags 
fall fashion outfits,Mon Sep 25 18:02:00 +0000 2023,['outfits'],['fashion'],[],[],[],[],[],[],[],[],[],['fall'],[],[],[],[],[],2023-09-25 18:02:00,fashion ,outfits 
Cardi B Fashion Items,Mon Sep 25 00:06:22 +0000 2023,['items'],['fashion'],"['cardi', 'b']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 00:06:22,fashion ,items 
Runway Fashion Accessories,Sun Sep 24 12:01:34 +0000 2023,['accessories'],['fashion'],[],[],['runway'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 12:01:34,fashion accessories ,accessories 
Fashion Week Collection Items,Sun Sep 24 12:01:34 +0000 2023,['items'],[],['fashion'],[],['week'],[],[],['collection'],[],[],[],[],[],[],[],[],[],2023-09-24 12:01:34,fashion ,items 
Fashion Brand Merchandise,Sat Sep 23 17:12:31 +0000 2023,['merchandise'],['fashion'],['brand'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-23 17:12:31,fashion ,merchandise 
fashion accessories,Sun Sep 24 04:40:53 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-24 04:40:53,fashion accessories ,accessories 
high-fashion accessories,Mon Sep 25 16:01:53 +0000 2023,['accessories'],"['high', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-25 16:01:53,fashion accessories ,accessories 
exclusive fashion week merchandise,Mon Sep 25 16:01:53 +0000 2023,['merchandise'],[],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],['exclusive'],[],[],[],[],2023-09-25 16:01:53,fashion ,merchandise 
urban fashion apparel,Sat Sep 23 02:02:12 +0000 2023,['apparel'],[],"['urban', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-23 02:02:12,fashion ,apparel 
Nygård Fashion Collection,Mon Sep 25 16:29:00 +0000 2023,[],['fashion'],['nygard'],[],[],[],[],['collection'],[],[],[],[],[],[],[],[],[],2023-09-25 16:29:00,fashion ,
fashion history books,Tue Sep 19 17:38:57 +0000 2023,['books'],['fashion'],[],[],[],[],[],[],['history'],[],[],[],[],[],[],[],[],2023-09-19 17:38:57,fashion ,books 
autumn fashion clothing,Tue Sep 19 17:38:57 +0000 2023,['clothing'],['fashion'],[],[],[],[],[],[],[],[],[],['autumn'],[],[],[],[],[],2023-09-19 17:38:57,fashion ,clothing 
fashion model merchandise,Tue Sep 19 17:38:57 +0000 2023,['merchandise'],['fashion'],[],['model'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-19 17:38:57,fashion ,merchandise 
fashion design textbooks,Wed Sep 20 14:17:40 +0000 2023,['textbooks'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-20 14:17:40,fashion ,textbooks 
fashion illustration supplies,Wed Sep 20 14:17:40 +0000 2023,['supplies'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-09-20 14:17:40,fashion ,supplies 
Dark Art Fashion Dress,Tue Sep 19 23:35:58 +0000 2023,['dress'],['fashion'],[],[],[],['dark'],[],[],['art'],[],[],[],[],[],[],[],[],2023-09-19 23:35:58,fashion ,dress 
Autumn Fashion Collection,Tue Sep 19 23:35:58 +0000 2023,[],['fashion'],[],[],[],[],[],['collection'],[],[],[],['autumn'],[],[],[],[],[],2023-09-19 23:35:58,fashion ,
Crown Accessories,Tue Sep 19 23:35:58 +0000 2023,['accessories'],[],['crown'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-19 23:35:58,accessories ,accessories 
fashion chains,Wed Sep 20 19:50:26 +0000 2023,['chains'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-20 19:50:26,fashion ,chains 
urban fashion collections,Wed Sep 20 19:50:26 +0000 2023,[],[],"['urban', 'fashion']",[],[],[],[],['collections'],[],[],[],[],[],[],[],[],[],2023-09-20 19:50:26,fashion ,
Fashion Statement Belts,Thu Sep 21 17:52:49 +0000 2023,['belts'],['fashion'],[],[],[],[],[],['statement'],[],[],[],[],[],[],[],[],[],2023-09-21 17:52:49,fashion ,belts 
fashion accessories,Tue Sep 19 23:08:58 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-19 23:08:58,fashion accessories ,accessories 
fashion jewelry,Fri Sep 22 06:06:16 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-22 06:06:16,fashion ,jewelry 
tattoo-inspired fashion items,Fri Sep 22 06:06:16 +0000 2023,['items'],['inspired'],[],[],['fashion'],[],[],['tattoo'],[],[],[],[],[],[],[],[],[],2023-09-22 06:06:16,fashion ,items 
fashion accessories with AI art,Fri Sep 22 06:06:16 +0000 2023,['accessories'],['fashion'],['ai'],[],['art'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-22 06:06:16,fashion accessories ,accessories 
Fashion Streetwear,Thu Sep 21 17:19:30 +0000 2023,[],[],"['fashion', 'streetwear']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-21 17:19:30,fashion ,
Fashion-forward Sunglasses,Fri Sep 22 04:34:02 +0000 2023,['sunglasses'],['fashion'],[],[],[],[],[],['forward'],[],[],[],[],[],[],[],[],[],2023-09-22 04:34:02,fashion ,sunglasses 
fashion illustration prints,Thu Sep 21 07:42:58 +0000 2023,['prints'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-09-21 07:42:58,fashion ,prints 
stylish accessories,Thu Sep 21 07:42:58 +0000 2023,['accessories'],['stylish'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-21 07:42:58,accessories ,accessories 
fashion design books,Thu Sep 21 07:42:58 +0000 2023,['books'],['fashion'],[],[],['design'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-21 07:42:58,fashion ,books 
Milan Fashion Week Official Merchandise,Fri Sep 22 03:15:29 +0000 2023,['merchandise'],[],[],[],"['fashion', 'week', 'official']",[],[],[],[],['milan'],[],[],[],[],[],[],[],2023-09-22 03:15:29,fashion ,merchandise 
fashion style guide,Thu Sep 21 12:01:00 +0000 2023,['guide'],['fashion'],[],[],[],[],[],['style'],[],[],[],[],[],[],[],[],[],2023-09-21 12:01:00,fashion ,guide 
Fashion Statement Pieces,Thu Sep 21 12:55:01 +0000 2023,['pieces'],['fashion'],[],[],[],[],[],['statement'],[],[],[],[],[],[],[],[],[],2023-09-21 12:55:01,fashion ,pieces 
Fashion Ankle Boots,Fri Sep 22 06:14:05 +0000 2023,"['ankle', 'boots']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-22 06:14:05,fashion ,ankle boots 
fashion photography equipment,Mon Sep 18 23:57:49 +0000 2023,['equipment'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-18 23:57:49,fashion ,equipment 
fashion boots,Sun Sep 17 20:58:11 +0000 2023,['boots'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-17 20:58:11,fashion ,boots 
fashion accessories,Sun Sep 17 20:58:11 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-17 20:58:11,fashion accessories ,accessories 
fashion photography course,Mon Sep 18 13:26:08 +0000 2023,['course'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-18 13:26:08,fashion ,course 
AI-generated fashion apparel,Tue Sep 19 10:22:41 +0000 2023,['apparel'],['fashion'],['ai'],[],[],[],[],[],[],[],[],[],['generated'],[],[],[],[],2023-09-19 10:22:41,fashion ,apparel 
fashion accessories inspired by AI,Tue Sep 19 10:22:41 +0000 2023,['accessories'],['fashion'],['ai'],[],[],[],[],[],[],[],[],[],['inspired'],[],[],[],[],2023-09-19 10:22:41,fashion accessories ,accessories 
designer accessories,Tue Sep 19 06:13:28 +0000 2023,['accessories'],['designer'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-19 06:13:28,accessories ,accessories 
